61,Fiction,Science,Science,,,
60,Science,Fiction,Science,,,
59,Fiction,Science,Science,,,
58,Science,Science,Fiction,,,
57,Science,Fiction,Science,,,
56,Fiction,Science,Science,,,
55,Science,Fiction,Science,,,
54,Science,Science,Fiction,,,
53,Fiction,Science,Fiction,Fiction,,
52,Science,Fiction,Science,,,
51,Fiction,Science,Science,,,
50,Fiction,Science,Science,,,
49,Science,Fiction,Science,,,
48,Science,Science,Fiction,,,
47,Fiction,Science,Science,,,
46,Science,Fiction,Science,,,
45,Science,Fiction,Science,,,
44,,,,,, [missing S/F?]
43,Science,Fiction,Science,,,
42,,,,,, [missing S/F?]
41,,,,,, [missing S/F?]
40,,,,,, [missing S/F?]
39,,,,,, [missing S/F?]
38,,,,,, [missing S/F?]
37,,,,,, [missing S/F?]
36,,,,,, [missing S/F?]
35,,,,,, [missing S/F?]
34,,,,,, [missing S/F?]
33,,,,,, [missing S/F?]
32,,,,,, [missing S/F?]
31,,,,,, [missing S/F?]
30,,,,,, [missing S/F?]
29,,,,,, [missing S/F?]
28,Science,Fiction,Science,,,
27,,,,,, [missing S/F?]
26,,,,,, [missing S/F?]
25,Science,Science,Fiction,,,
24,,,,,, [missing S/F?]
23,,,,,, [missing S/F?]
22,Fiction,Science,Science,,,
21,,,,,, [missing S/F?]
20,,,,,, [missing S/F?]
19,,,,,, [missing S/F?]
18,,,,,, [missing S/F?]
17,,,,,, [missing S/F?]
16,,,,,, [missing S/F?]
15,,,,,, [missing S/F?]
14,,,,,, [missing S/F?]
13,,,,,, [missing S/F?]
12,,,,,, [missing S/F?]
11,,,,,, [missing S/F?]
10,,,,,, [missing S/F?]
9,,,,,, [missing S/F?]
8,,,,,, [missing S/F?]
7,,,,,, [missing S/F?]
6,,,,,, [missing S/F?]
5,,,,,, [missing S/F?]
4,Fiction,Science,Science,,,
3,Science,Fiction,Science,,,
2,,,,,, [missing S/F?]
1,,,,,, [missing S/F?]
